id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id,image_name,image_tag
0b7fcffa-74c5-48ec-a149-6d0ead18bea2,High,"'nueva_password' is using the empty string as its default and is being used to set the password on 'usuario'. If you meant to set an unusable password, set the default value to 'None' or call 'set_unusable_password()'.",acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340926,705,usuarios/views.py,Semgrep_python.django.security.passwords.use-none-for-password-default.use-none-for-password-default,,
89f9dbe9-ad7e-4252-af34-b16e9dfd8ca9,High,Detected Flask route directly returning a formatted string.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340903,18,alertas_notificaciones/views.py,Semgrep_python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,,
2482b862-dc0b-4191-99d5-b211b74aa5eb,High,Detected user input into a generated CSV file using the built-in `csv` module.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340921,1212,analisis_reportes/views.py,Semgrep_python.django.security.injection.csv-writer-injection.csv-writer-injection,,
c5b9e451-dd99-4cfd-a5f2-bd6aaf46ba8d,High,Detected Flask route directly returning a formatted string.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340911,24,alertas_notificaciones/views.py,Semgrep_python.flask.security.audit.directly-returned-format-string.directly-returned-format-string,,
1d8dddda-9ea9-4116-a6d1-e9ddc36ffd31,High,pillow: Pillow: Out-of-bounds Write via Specially Crafted PSD Image,acevedo,Codacy,2026-05-21T21:45:16.688Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494347427,14,requirements.txt,Trivy_vulnerability_high,,
4f0e4916-aa7a-4c8b-b8b9-88d5a8f635f5,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,acevedo,Codacy,2026-05-21T20:28:36.657Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494340664,130,gestion_financiera_basica/views.py,Bandit_B311,,
795bdc6a-0a01-4d01-bc93-2155ba3f9682,High,"Try, Except, Continue detected.",acevedo,Codacy,2026-05-21T21:39:40.016Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494345954,55,alertas_notificaciones/email_views.py,Bandit_B112,,
c534bc5b-1fc8-469c-96a7-96613b9d18ca,Medium,Pillow: Pillow: Denial of Service via malicious PDF processing,acevedo,Codacy,2026-05-21T21:45:16.688Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494347425,14,requirements.txt,Trivy_vulnerability_medium,,
c610bb33-24f4-45a6-8a6e-c1e29da1014a,High,Pillow is a Python imaging library. From version 10.3.0 to before vers ...,acevedo,Codacy,2026-05-21T21:45:16.688Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494347424,14,requirements.txt,Trivy_vulnerability_high,,
4fc8267c-4d8b-4f6d-ac19-e17da207eab9,Medium,Pillow: python: Pillow: Denial of Service via integer overflow in font processing,acevedo,Codacy,2026-05-21T21:45:16.688Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494347423,14,requirements.txt,Trivy_vulnerability_medium,,
2db9d8cb-0853-42f9-aa6a-9f0e1e8c4aaf,High,Pillow: Pillow: Denial of Service via decompression bomb in FITS image processing,acevedo,Codacy,2026-05-21T21:45:16.688Z,,https://app.codacy.com/p/877244/issues/index?resultDataId=131494347426,14,requirements.txt,Trivy_vulnerability_high,,
